C(t=0),0.0282316976324
N(t=0),0.181233617062
S(t=0),0.0
kn,0.212019049742
ks,0.0518754300474
r (MAD),0.689400375136
b (MAD),0.05
a (MAD),0.05
True_params
0.1
1.0
0.0
0.1
0.1
0.05
0.05
0.0
2.70508608787
0.0
1.33112558038
0.6687585407
0.967219982639
1.22867934451
0.642688570832
2.09978633748
Est_params
0.0717683023676
0.818766382938
0.0
0.312019049742
0.151875430047
0.0
0.0
0.139877647384
3.02540481675
0.136962558621
2.32525386638
1.46938099527
1.94058288819
2.28062848793
1.49114224123
3.03871431888
